Temperatur	Gewicht	Zeit
25.1778	247.403	3752.0
25.1726	249.314	3752.2
25.1757	249.028	3752.4
25.1694	247.728	3752.6
25.1612	246.675	3752.8
25.1858	247.52	3753.0
25.1661	248.586	3753.2
25.1812	248.04	3753.4
25.1694	249.132	3753.6
25.1741	248.833	3753.8
25.1774	248.651	3754.0
25.1854	247.494	3754.2
25.1709	246.051	3754.4
25.1642	247.806	3754.6
25.1825	249.262	3754.8
25.1751	248.287	3755.0
25.1665	247.949	3755.2
25.1852	248.313	3755.4
25.1812	249.756	3755.6
25.1841	247.884	3755.8
25.1789	247.143	3756.0
25.176	246.857	3756.2
25.1774	247.013	3756.4
25.1938	246.506	3756.6
25.1774	250.263	3756.8
25.1904	248.001	3757.0
25.1812	247.988	3757.2
25.1732	247.403	3757.4
25.1778	248.274	3757.6
25.1694	248.443	3757.8
25.1831	247.182	3758.0
25.1812	247.689	3758.2
25.1783	248.638	3758.4
25.1947	247.819	3758.6
25.1783	249.132	3758.8
25.1877	248.287	3759.0
25.1822	248.144	3759.2
25.1831	247.689	3759.4
25.1768	247.455	3759.6
25.1816	248.729	3759.8
25.1694	248.326	3760.0
25.1816	248.17	3760.2
25.2003	247.936	3760.4
25.1764	249.483	3760.6
25.1799	249.132	3760.8
25.1825	248.118	3761.0
25.1652	248.898	3761.2
25.1883	248.963	3761.4
25.19	248.963	3761.6
25.1793	248.235	3761.8
25.1854	247.806	3762.0
25.1957	249.041	3762.2
25.1987	247.832	3762.4
25.189	248.937	3762.6
25.2016	248.3	3762.8
25.1831	247.65	3763.0
25.1844	248.586	3763.2
25.1684	249.353	3763.4
25.1802	247.741	3763.6
25.168	249.08	3763.8
25.1915	247.338	3764.0
25.1764	248.118	3764.2
25.1768	247.611	3764.4
25.1789	249.34	3764.6
25.1703	248.391	3764.8
25.1789	249.418	3765.0
25.1638	249.34	3765.2
25.1722	247.663	3765.4
25.169	248.469	3765.6
25.1608	248.924	3765.8
25.1919	248.248	3766.0
25.156	247.52	3766.2
25.182	248.222	3766.4
25.1694	248.17	3766.6
25.1625	247.715	3766.8
25.1839	246.766	3767.0
25.1709	247.715	3767.2
25.1732	247.923	3767.4
25.1961	249.288	3767.6
25.1703	248.001	3767.8
25.176	249.652	3768.0
25.1764	248.989	3768.2
25.1774	247.325	3768.4
25.1732	248.768	3768.6
25.1852	247.169	3768.8
25.1764	246.181	3769.0
25.1719	248.807	3769.2
25.1738	248.092	3769.4
25.1774	248.807	3769.6
25.1751	248.885	3769.8
25.1892	248.157	3770.0
25.1747	247.78	3770.2
25.1661	247.767	3770.4
25.1839	248.677	3770.6
25.1736	248.924	3770.8
25.1703	248.599	3771.0
25.1745	248.118	3771.2
25.1799	246.545	3771.4
25.1747	247.754	3771.6
25.1873	249.574	3771.8
25.1835	246.766	3772.0
25.1945	248.339	3772.2
25.1699	247.663	3772.4
25.1892	247.806	3772.6
25.1556	248.937	3772.8
25.1862	248.027	3773.0
25.1625	250.237	3773.2
25.1625	247.585	3773.4
25.1812	249.86	3773.6
25.1854	249.21	3773.8
25.1675	247.507	3774.0
25.169	247.962	3774.2
25.1722	248.274	3774.4
25.1755	249.197	3774.6
25.1867	247.832	3774.8
25.1999	248.261	3775.0
25.1802	248.17	3775.2
25.1719	247.78	3775.4
25.1574	249.184	3775.6
25.1686	249.392	3775.8
25.1577	249.067	3776.0
25.1642	248.521	3776.2
25.1728	248.56	3776.4
25.1787	248.417	3776.6
25.1862	247.767	3776.8
25.182	57078.97	3777.0
25.1574	248.079	3777.2
25.1713	247.468	3777.4
25.1726	248.69	3777.6
25.1751	247.663	3777.8
25.1652	248.482	3778.0
25.1822	247.468	3778.2
25.1738	247.949	3778.4
25.1764	247.39	3778.6
25.181	247.455	3778.8
25.1738	248.95	3779.0
25.1812	247.52	3779.2
25.1839	249.938	3779.4
25.168	248.235	3779.6
25.1606	248.248	3779.8
25.1726	247.455	3780.0
25.1854	249.925	3780.2
25.1757	246.948	3780.4
25.1797	248.196	3780.6
25.1934	249.106	3780.8
25.1816	246.48	3781.0
25.1871	247.949	3781.2
25.1812	248.105	3781.4
25.1726	247.52	3781.6
25.1848	248.391	3781.8
25.2018	247.468	3782.0
25.1797	248.859	3782.2
25.1812	248.131	3782.4
25.1778	247.078	3782.6
25.189	248.014	3782.8
25.1694	249.925	3783.0
25.1617	247.377	3783.2
25.1755	247.507	3783.4
25.1774	249.99	3783.6
25.1799	248.261	3783.8
25.1778	248.586	3784.0
25.1802	247.845	3784.2
25.178	248.898	3784.4
25.1862	247.208	3784.6
25.1841	247.728	3784.8
25.1816	247.585	3785.0
25.1673	248.222	3785.2
25.1621	247.832	3785.4
25.1825	248.625	3785.6
25.1799	248.287	3785.8
25.1606	247.741	3786.0
25.1732	247.819	3786.2
25.1606	247.286	3786.4
25.1709	247.156	3786.6
25.1659	248.807	3786.8
25.1593	248.495	3787.0
25.1646	248.417	3787.2
25.1661	248.638	3787.4
25.1778	247.312	3787.6
25.1825	247.117	3787.8
25.178	247.286	3788.0
25.1797	248.69	3788.2
25.1629	247.728	3788.4
25.1514	247.871	3788.6
25.1717	247.78	3788.8
25.1493	248.261	3789.0
25.1457	249.431	3789.2
25.1709	247.78	3789.4
25.1545	249.873	3789.6
25.168	247.728	3789.8
25.1694	246.662	3790.0
25.1825	248.17	3790.2
25.1665	248.469	3790.4
25.1699	246.61	3790.6
25.1554	248.664	3790.8
25.1802	248.638	3791.0
25.1703	249.587	3791.2
25.1457	248.625	3791.4
25.1598	248.404	3791.6
25.189	248.612	3791.8
25.165	248.222	3792.0
25.1518	248.04	3792.2
25.1493	247.858	3792.4
25.156	249.535	3792.6
25.1789	247.13	3792.8
25.1608	248.651	3793.0
25.1513	249.587	3793.2
25.1738	248.846	3793.4
25.1686	249.574	3793.6
25.1638	248.404	3793.8
25.177	247.663	3794.0
25.1755	249.054	3794.2
25.1699	249.21	3794.4
25.1751	248.937	3794.6
25.1669	246.844	3794.8
25.1656	247.689	3795.0
25.1566	247.299	3795.2
25.1598	249.509	3795.4
25.1602	248.755	3795.6
25.1684	248.664	3795.8
25.157	246.948	3796.0
25.1722	249.47	3796.2
25.165	250.133	3796.4
25.1579	247.767	3796.6
25.1616	248.183	3796.8
25.1774	248.963	3797.0
25.176	248.95	3797.2
25.1726	248.794	3797.4
25.1642	249.054	3797.6
25.1602	248.755	3797.8
25.1629	248.859	3798.0
25.1719	249.405	3798.2
25.1694	247.234	3798.4
25.1574	248.677	3798.6
25.1736	250.224	3798.8
25.1554	249.678	3799.0
25.1606	249.132	3799.2
25.1812	247.78	3799.4
25.1799	250.471	3799.6
25.1652	248.95	3799.8
25.1764	248.196	3800.0
25.1709	248.677	3800.2
25.165	249.184	3800.4
25.168	248.287	3800.6
25.1642	248.014	3800.8
25.165	249.73	3801.0
25.1669	249.119	3801.2
25.1738	248.638	3801.4
25.1659	249.587	3801.6
25.1537	248.053	3801.8
25.1461	247.793	3802.0
25.1696	248.17	3802.2
25.1722	248.664	3802.4
25.1579	248.781	3802.6
25.1675	247.546	3802.8
25.1598	248.911	3803.0
25.1505	248.222	3803.2
25.1505	249.392	3803.4
25.1652	248.248	3803.6
25.1532	248.82	3803.8
25.1476	248.508	3804.0
25.1587	247.962	3804.2
25.1463	247.494	3804.4
25.1532	249.652	3804.6
25.1419	248.69	3804.8
25.1617	248.456	3805.0
25.1799	249.002	3805.2
25.1722	249.132	3805.4
25.1703	248.365	3805.6
25.1713	249.743	3805.8
25.1699	249.301	3806.0
25.1652	248.547	3806.2
25.1579	248.443	3806.4
25.1646	248.092	3806.6
25.1541	248.495	3806.8
25.1642	247.286	3807.0
25.1503	248.014	3807.2
25.1616	247.936	3807.4
25.1593	248.586	3807.6
25.1598	246.792	3807.8
25.1608	248.469	3808.0
25.1431	248.82	3808.2
25.1631	248.95	3808.4
25.1377	248.495	3808.6
25.1499	249.496	3808.8
25.1326	248.443	3809.0
25.1431	249.106	3809.2
25.1535	248.911	3809.4
25.1616	249.808	3809.6
25.157	248.911	3809.8
25.1621	249.379	3810.0
25.1625	249.028	3810.2
25.1518	249.587	3810.4
25.1566	249.691	3810.6
25.1616	248.989	3810.8
25.1431	248.456	3811.0
25.1656	249.457	3811.2
25.1598	248.911	3811.4
25.1537	249.301	3811.6
25.169	249.145	3811.8
25.1429	249.769	3812.0
25.1503	248.885	3812.2
25.1802	250.77	3812.4
25.1736	250.224	3812.6
25.1524	248.144	3812.8
25.1635	249.483	3813.0
25.1589	247.507	3813.2
25.1587	248.495	3813.4
25.1495	248.378	3813.6
25.1547	249.054	3813.8
25.1505	249.405	3814.0
25.1806	249.639	3814.2
25.1566	248.768	3814.4
25.1652	249.782	3814.6
25.1524	249.652	3814.8
25.1621	248.963	3815.0
25.1476	250.549	3815.2
25.1722	248.677	3815.4
25.1669	249.613	3815.6
25.1505	247.988	3815.8
25.1757	250.263	3816.0
25.1392	249.34	3816.2
25.1513	248.625	3816.4
25.1745	248.495	3816.6
25.168	248.547	3816.8
25.177	248.937	3817.0
25.1789	248.131	3817.2
25.1652	249.158	3817.4
25.1741	248.365	3817.6
25.1652	249.067	3817.8
25.1669	250.029	3818.0
25.148	248.274	3818.2
25.1593	249.158	3818.4
25.1505	249.444	3818.6
25.14	249.288	3818.8
25.1493	248.885	3819.0
25.1495	248.833	3819.2
25.1522	248.014	3819.4
25.1564	248.027	3819.6
25.1495	247.715	3819.8
25.1535	250.068	3820.0
25.1514	248.066	3820.2
25.1625	248.365	3820.4
25.1629	249.314	3820.6
25.1493	248.352	3820.8
25.1587	248.82	3821.0
25.1499	250.159	3821.2
25.1577	248.144	3821.4
25.1518	248.105	3821.6
25.1524	248.391	3821.8
25.1564	247.819	3822.0
25.1537	249.938	3822.2
25.1514	248.118	3822.4
25.1444	247.949	3822.6
25.1579	248.3	3822.8
25.1431	248.703	3823.0
25.1551	248.222	3823.2
25.1699	248.248	3823.4
25.1616	248.378	3823.6
25.1448	248.222	3823.8
25.1587	248.794	3824.0
25.1503	249.756	3824.2
25.1383	247.364	3824.4
25.1509	248.287	3824.6
25.1524	247.221	3824.8
25.1448	248.092	3825.0
25.1471	248.131	3825.2
25.1705	248.287	3825.4
25.1579	249.613	3825.6
25.1602	247.364	3825.8
25.1661	248.222	3826.0
25.1673	248.69	3826.2
25.1486	248.469	3826.4
25.1551	248.885	3826.6
25.1669	247.715	3826.8
25.1638	247.247	3827.0
25.1472	247.468	3827.2
25.1528	247.442	3827.4
25.1444	247.26	3827.6
25.1518	247.819	3827.8
25.1583	247.715	3828.0
25.1524	249.08	3828.2
25.1415	249.47	3828.4
25.1425	248.573	3828.6
25.1457	246.831	3828.8
25.1699	247.13	3829.0
25.149	248.144	3829.2
25.1493	247.819	3829.4
25.1425	247.221	3829.6
25.1509	248.404	3829.8
25.1514	247.806	3830.0
25.1589	248.105	3830.2
25.1429	249.639	3830.4
25.1617	249.223	3830.6
25.1545	247.13	3830.8
25.1617	246.935	3831.0
25.1593	248.17	3831.2
25.1596	247.936	3831.4
25.1673	247.416	3831.6
25.1476	247.546	3831.8
25.1554	247.624	3832.0
25.1486	248.248	3832.2
25.1577	248.716	3832.4
25.1686	249.119	3832.6
25.1583	247.897	3832.8
25.1545	246.701	3833.0
25.1699	247.364	3833.2
25.141	248.144	3833.4
25.1564	248.976	3833.6
25.1532	248.937	3833.8
25.1579	248.014	3834.0
25.1509	248.352	3834.2
25.1541	248.17	3834.4
25.1402	248.404	3834.6
25.1438	247.13	3834.8
25.1438	248.508	3835.0
25.1513	248.612	3835.2
25.1476	248.235	3835.4
25.1541	248.846	3835.6
25.1728	248.534	3835.8
25.1495	247.364	3836.0
25.1556	247.689	3836.2
25.1411	247.507	3836.4
25.1535	247.936	3836.6
25.1524	248.105	3836.8
25.1476	248.378	3837.0
25.1514	247.078	3837.2
25.1392	248.443	3837.4
25.1528	249.288	3837.6
25.1617	248.183	3837.8
25.1528	249.21	3838.0
25.1577	247.962	3838.2
25.1448	249.353	3838.4
25.1322	248.001	3838.6
25.1503	248.417	3838.8
25.1503	248.755	3839.0
25.1451	249.353	3839.2
25.1451	249.691	3839.4
25.1358	247.481	3839.6
25.1377	248.872	3839.8
25.1431	249.574	3840.0
25.1402	247.481	3840.2
25.1564	248.326	3840.4
25.1326	249.756	3840.6
25.1389	248.573	3840.8
25.1255	249.925	3841.0
25.1328	248.131	3841.2
25.1451	248.118	3841.4
25.1369	248.859	3841.6
25.1442	249.223	3841.8
25.1316	249.821	3842.0
25.157	247.91	3842.2
25.1505	249.158	3842.4
25.1307	248.664	3842.6
25.1537	247.572	3842.8
25.1513	248.339	3843.0
25.1411	248.001	3843.2
25.1419	248.924	3843.4
25.1554	248.885	3843.6
25.1513	247.923	3843.8
25.1617	249.067	3844.0
25.148	248.417	3844.2
25.1537	248.846	3844.4
25.1438	248.079	3844.6
25.1574	248.833	3844.8
25.1518	249.028	3845.0
25.1444	247.598	3845.2
25.1389	249.002	3845.4
25.1387	249.366	3845.6
25.14	248.885	3845.8
25.1503	247.988	3846.0
25.1415	248.209	3846.2
25.1337	249.444	3846.4
25.1574	248.365	3846.6
25.1335	249.184	3846.8
25.1358	248.391	3847.0
25.1322	248.846	3847.2
25.1457	247.845	3847.4
25.1486	248.495	3847.6
25.1331	249.574	3847.8
25.1631	248.963	3848.0
25.1505	246.818	3848.2
25.148	247.845	3848.4
25.1451	247.364	3848.6
25.1457	248.105	3848.8
25.1461	248.521	3849.0
25.1518	248.898	3849.2
25.1656	249.106	3849.4
25.1396	250.146	3849.6
25.1444	247.884	3849.8
25.1234	248.417	3850.0
25.1415	247.247	3850.2
25.1316	248.17	3850.4
25.1396	248.131	3850.6
25.1621	247.195	3850.8
25.1453	248.326	3851.0
25.1442	247.702	3851.2
25.1368	248.872	3851.4
25.1377	247.975	3851.6
25.135	247.754	3851.8
25.1467	247.481	3852.0
25.1541	247.962	3852.2
25.1434	248.248	3852.4
25.148	249.184	3852.6
25.1524	250.276	3852.8
25.1419	248.287	3853.0
25.1368	247.845	3853.2
25.1461	247.689	3853.4
25.1448	247.91	3853.6
25.1419	248.742	3853.8
25.1524	247.923	3854.0
25.156	249.717	3854.2
25.1249	247.884	3854.4
25.1331	248.599	3854.6
25.1528	248.014	3854.8
25.1364	247.247	3855.0
25.1522	247.598	3855.2
25.1406	247.624	3855.4
25.1587	247.962	3855.6
25.1461	248.3	3855.8
25.1274	248.69	3856.0
25.1406	249.626	3856.2
25.1368	247.221	3856.4
25.1396	248.43	3856.6
25.1251	247.715	3856.8
25.1467	248.053	3857.0
25.1389	248.43	3857.2
25.1522	249.613	3857.4
25.1495	248.014	3857.6
25.1434	247.91	3857.8
25.149	248.378	3858.0
25.1358	247.325	3858.2
25.1425	247.858	3858.4
25.1387	246.298	3858.6
25.1451	248.872	3858.8
25.1598	248.911	3859.0
25.1596	248.937	3859.2
25.1625	248.3	3859.4
25.1535	248.664	3859.6
25.1616	249.73	3859.8
25.1513	249.548	3860.0
25.1617	249.366	3860.2
25.1566	249.08	3860.4
25.1505	251.511	3860.6
25.1457	246.61	3860.8
25.1434	248.157	3861.0
25.1434	248.092	3861.2
25.1307	249.08	3861.4
25.1421	249.73	3861.6
25.1421	247.377	3861.8
25.1472	249.275	3862.0
25.1551	250.25	3862.2
25.1337	247.962	3862.4
25.1486	248.365	3862.6
25.1396	247.78	3862.8
25.1358	248.157	3863.0
25.1444	248.521	3863.2
25.141	247.624	3863.4
25.1345	248.664	3863.6
25.1656	248.222	3863.8
25.1535	249.106	3864.0
25.149	248.56	3864.2
25.1392	247.923	3864.4
25.1467	249.314	3864.6
25.1453	248.196	3864.8
25.141	248.404	3865.0
25.1379	247.637	3865.2
25.1368	248.56	3865.4
25.1326	248.677	3865.6
25.1307	247.598	3865.8
25.1495	247.039	3866.0
25.1472	247.884	3866.2
25.1396	248.339	3866.4
25.1347	248.508	3866.6
25.1377	249.873	3866.8
25.1276	248.131	3867.0
25.1431	248.17	3867.2
25.1299	247.663	3867.4
25.1429	248.664	3867.6
25.1234	249.665	3867.8
25.1438	248.937	3868.0
25.1503	248.079	3868.2
25.1631	247.338	3868.4
25.1364	247.104	3868.6
25.1211	248.014	3868.8
25.141	248.482	3869.0
25.1524	247.845	3869.2
25.1402	248.144	3869.4
25.1328	248.144	3869.6
25.1369	248.118	3869.8
25.141	247.481	3870.0
25.1389	247.884	3870.2
25.1387	247.416	3870.4
25.1495	246.363	3870.6
25.1373	248.04	3870.8
25.1625	247.325	3871.0
25.1463	248.378	3871.2
25.1486	248.677	3871.4
25.1499	247.325	3871.6
25.1354	247.078	3871.8
25.1442	247.728	3872.0
25.1402	248.508	3872.2
25.1402	248.456	3872.4
25.157	247.663	3872.6
25.1564	248.599	3872.8
25.1451	248.248	3873.0
25.1451	248.638	3873.2
25.1299	247.546	3873.4
25.1541	246.883	3873.6
25.1431	247.663	3873.8
25.1392	246.792	3874.0
25.1335	248.937	3874.2
25.1621	248.404	3874.4
25.1295	249.158	3874.6
25.1299	247.403	3874.8
25.1463	247.429	3875.0
25.1364	248.612	3875.2
25.1259	247.351	3875.4
25.135	247.546	3875.6
25.1284	247.195	3875.8
25.1392	247.078	3876.0
25.1286	247.793	3876.2
25.1411	248.534	3876.4
25.1547	247.78	3876.6
25.1461	248.963	3876.8
25.1518	248.04	3877.0
25.14	247.819	3877.2
25.1554	247.208	3877.4
25.1448	248.105	3877.6
25.1457	246.48	3877.8
25.1442	249.405	3878.0
25.1495	248.768	3878.2
25.1383	250.003	3878.4
25.1451	248.547	3878.6
25.1514	248.482	3878.8
25.1392	247.871	3879.0
25.1514	248.04	3879.2
25.1556	247.559	3879.4
25.1337	246.974	3879.6
25.148	249.015	3879.8
25.1457	247.819	3880.0
25.1442	248.378	3880.2
25.1358	248.365	3880.4
25.1373	248.807	3880.6
25.1383	247.65	3880.8
25.1209	247.767	3881.0
25.1299	247.663	3881.2
25.1406	248.04	3881.4
25.1263	248.17	3881.6
25.1476	248.781	3881.8
25.1434	249.08	3882.0
25.1434	248.768	3882.2
25.1335	249.015	3882.4
25.1448	249.015	3882.6
25.1225	247.052	3882.8
25.1373	249.054	3883.0
25.1221	249.782	3883.2
25.1293	248.521	3883.4
25.1295	249.795	3883.6
25.1286	248.768	3883.8
25.1347	248.43	3884.0
25.1358	248.456	3884.2
25.1402	249.158	3884.4
25.14	248.534	3884.6
25.1434	249.561	3884.8
25.1451	248.365	3885.0
25.1192	249.47	3885.2
25.1411	250.185	3885.4
25.1358	249.665	3885.6
25.1341	250.107	3885.8
25.1495	248.742	3886.0
25.1463	248.04	3886.2
25.1383	248.898	3886.4
25.1379	247.377	3886.6
25.1303	248.248	3886.8
25.1266	249.496	3887.0
25.1444	248.222	3887.2
25.1307	247.858	3887.4
25.1402	247.91	3887.6
25.1198	249.743	3887.8
25.1368	248.898	3888.0
25.1202	247.936	3888.2
25.1406	248.677	3888.4
25.1114	248.17	3888.6
25.1202	247.663	3888.8
25.1276	248.17	3889.0
25.1293	248.521	3889.2
25.1215	248.404	3889.4
25.1373	247.975	3889.6
25.1135	246.883	3889.8
25.1219	248.95	3890.0
25.1225	247.806	3890.2
25.1266	247.702	3890.4
25.1457	247.208	3890.6
25.136	248.482	3890.8
25.1234	247.871	3891.0
25.123	246.233	3891.2
25.1196	247.364	3891.4
25.1286	246.922	3891.6
25.1419	246.961	3891.8
25.1503	247.936	3892.0
25.1104	248.768	3892.2
25.1331	248.391	3892.4
25.1308	246.701	3892.6
25.1331	249.158	3892.8
25.1289	248.313	3893.0
25.1326	247.949	3893.2
25.1341	248.105	3893.4
25.1434	247.78	3893.6
25.1095	247.637	3893.8
25.1421	247.754	3894.0
25.1284	247.988	3894.2
25.1242	248.638	3894.4
25.1259	249.171	3894.6
25.14	248.989	3894.8
25.1392	248.56	3895.0
25.1463	247.104	3895.2
25.1392	249.21	3895.4
25.1331	247.728	3895.6
25.1299	248.638	3895.8
25.136	248.209	3896.0
25.1499	248.092	3896.2
25.1354	249.808	3896.4
25.1345	248.742	3896.6
25.1345	248.027	3896.8
25.1387	248.222	3897.0
25.1177	248.144	3897.2
25.1198	249.457	3897.4
25.1312	247.585	3897.6
25.127	247.897	3897.8
25.124	248.872	3898.0
25.1234	248.495	3898.2
25.1467	247.676	3898.4
25.1472	247.611	3898.6
25.136	247.559	3898.8
25.1495	247.689	3899.0
25.1379	247.481	3899.2
25.1419	248.82	3899.4
25.1284	246.74	3899.6
25.1345	248.027	3899.8
25.1379	248.703	3900.0
25.1307	249.002	3900.2
25.1328	247.637	3900.4
25.1188	248.547	3900.6
25.1276	249.262	3900.8
25.1438	248.482	3901.0
25.1167	248.378	3901.2
25.1383	247.689	3901.4
25.1308	248.872	3901.6
25.1141	247.871	3901.8
25.1284	247.494	3902.0
25.1389	247.936	3902.2
25.1415	247.377	3902.4
25.1316	249.21	3902.6
25.1389	247.585	3902.8
25.1358	248.625	3903.0
25.1228	248.742	3903.2
25.1322	248.053	3903.4
25.1295	248.599	3903.6
25.1198	250.211	3903.8
25.136	247.858	3904.0
25.1337	247.572	3904.2
25.1228	248.378	3904.4
25.1379	247.936	3904.6
25.136	246.064	3904.8
25.1242	248.261	3905.0
25.1215	249.574	3905.2
25.1154	247.403	3905.4
25.1225	248.196	3905.6
25.1135	248.105	3905.8
25.1131	249.509	3906.0
25.1144	248.352	3906.2
25.1141	248.157	3906.4
25.1286	248.066	3906.6
25.1411	248.807	3906.8
25.1249	248.261	3907.0
25.128	247.494	3907.2
25.1295	248.651	3907.4
25.1177	248.248	3907.6
25.1135	248.443	3907.8
25.1196	248.794	3908.0
25.1125	248.3	3908.2
25.127	248.833	3908.4
25.1099	249.34	3908.6
25.1108	247.585	3908.8
25.1041	247.091	3909.0
25.1141	248.586	3909.2
25.1125	247.975	3909.4
25.1156	249.08	3909.6
25.1299	248.313	3909.8
25.1211	248.092	3910.0
25.1102	248.456	3910.2
25.1263	247.819	3910.4
25.1266	248.482	3910.6
25.1312	247.806	3910.8
25.1368	248.846	3911.0
25.116	246.155	3911.2
25.1347	247.689	3911.4
25.1085	247.949	3911.6
25.1234	247.247	3911.8
25.123	247.936	3912.0
25.1303	248.807	3912.2
25.1135	247.013	3912.4
25.1108	246.753	3912.6
25.108	247.78	3912.8
25.1112	248.157	3913.0
25.1034	247.91	3913.2
25.1156	246.389	3913.4
25.1183	248.495	3913.6
25.1051	247.533	3913.8
25.1179	247.845	3914.0
25.1125	247.819	3914.2
25.1144	248.365	3914.4
25.1318	247.52	3914.6
25.1326	246.493	3914.8
25.1169	248.17	3915.0
25.1276	246.649	3915.2
25.116	248.638	3915.4
25.107	247.312	3915.6
25.1146	247.455	3915.8
25.1259	248.339	3916.0
25.1167	247.559	3916.2
25.1135	248.235	3916.4
25.1095	247.572	3916.6
25.0982	247.598	3916.8
25.124	247.481	3917.0
25.1167	246.896	3917.2
25.1053	249.041	3917.4
25.116	249.353	3917.6
25.124	248.196	3917.8
25.1144	248.794	3918.0
25.1125	247.585	3918.2
25.1053	248.014	3918.4
25.123	247.247	3918.6
25.0982	248.17	3918.8
25.1127	248.508	3919.0
25.116	247.39	3919.2
25.123	247.897	3919.4
25.1322	248.716	3919.6
25.1114	248.573	3919.8
25.1137	247.702	3920.0
25.1202	246.831	3920.2
25.1137	247.247	3920.4
25.0935	249.132	3920.6
25.1177	246.727	3920.8
25.102	247.728	3921.0
25.1137	247.026	3921.2
25.0935	247.546	3921.4
25.1057	246.987	3921.6
25.102	248.456	3921.8
25.0996	247.611	3922.0
25.1011	245.596	3922.2
25.095	247.884	3922.4
25.1104	247.338	3922.6
25.0938	248.235	3922.8
25.116	247.663	3923.0
25.0898	248.638	3923.2
25.1074	247.416	3923.4
25.1057	248.053	3923.6
25.099	247.624	3923.8
25.1083	248.378	3924.0
25.1135	246.805	3924.2
25.1095	248.547	3924.4
25.1173	248.404	3924.6
25.1051	248.976	3924.8
25.1093	248.014	3925.0
25.094	248.326	3925.2
25.1186	247.897	3925.4
25.0967	248.378	3925.6
25.108	248.092	3925.8
25.0957	246.974	3926.0
25.1085	246.883	3926.2
25.1137	247.078	3926.4
25.1089	248.521	3926.6
25.1095	248.976	3926.8
25.0875	247.39	3927.0
25.0792	248.001	3927.2
25.1028	247.988	3927.4
25.0948	248.092	3927.6
25.1057	248.053	3927.8
25.1141	247.104	3928.0
25.1167	247.143	3928.2
25.1062	246.571	3928.4
25.107	248.053	3928.6
25.116	247.611	3928.8
25.1131	247.39	3929.0
25.0978	246.779	3929.2
25.1156	247.793	3929.4
25.1085	246.662	3929.6
25.1034	247.338	3929.8
25.1183	246.545	3930.0
25.1347	247.065	3930.2
25.1118	248.079	3930.4
25.128	248.456	3930.6
25.1266	247.52	3930.8
25.1057	247.169	3931.0
25.0927	249.197	3931.2
25.1066	247.78	3931.4
25.0927	249.028	3931.6
25.0967	248.443	3931.8
25.1144	247.429	3932.0
25.1245	246.727	3932.2
25.1228	248.924	3932.4
25.1034	247.949	3932.6
25.1163	247.962	3932.8
25.1108	247.624	3933.0
25.1266	247.871	3933.2
25.0906	247.975	3933.4
25.1188	248.287	3933.6
25.1173	248.911	3933.8
25.1114	248.625	3934.0
25.1135	248.066	3934.2
25.1099	248.716	3934.4
25.1209	247.702	3934.6
25.1043	245.843	3934.8
25.1005	247.117	3935.0
25.1102	246.779	3935.2
25.1095	247.221	3935.4
25.1127	248.326	3935.6
25.1053	247.325	3935.8
25.0969	248.378	3936.0
25.1104	248.963	3936.2
25.116	248.521	3936.4
25.1074	246.922	3936.6
25.1015	247.728	3936.8
25.0999	249.561	3937.0
25.0992	246.545	3937.2
25.1228	248.95	3937.4
25.1062	247.858	3937.6
25.1186	248.261	3937.8
25.1169	248.274	3938.0
25.1057	247.325	3938.2
25.1284	248.027	3938.4
25.1215	247.416	3938.6
25.1144	247.715	3938.8
25.1169	247.858	3939.0
25.1169	248.066	3939.2
25.1089	247.104	3939.4
25.1076	247.195	3939.6
25.1173	249.756	3939.8
25.1163	247.312	3940.0
25.1163	247.143	3940.2
25.1127	248.261	3940.4
25.1251	248.001	3940.6
25.1038	248.612	3940.8
25.1095	248.261	3941.0
25.1125	248.196	3941.2
25.1358	247.949	3941.4
25.1146	247.689	3941.6
25.1041	249.223	3941.8
25.1183	246.974	3942.0
25.108	247.858	3942.2
25.1131	248.755	3942.4
25.1156	247.455	3942.6
25.107	248.417	3942.8
25.116	248.105	3943.0
25.1144	248.534	3943.2
25.0963	247.767	3943.4
25.1137	248.807	3943.6
25.1083	249.444	3943.8
25.1076	248.586	3944.0
25.1177	248.937	3944.2
25.1076	247.234	3944.4
25.108	247.923	3944.6
25.1051	247.546	3944.8
25.0908	245.83	3945.0
25.1114	248.222	3945.2
25.1015	247.585	3945.4
25.1041	248.079	3945.6
25.1125	247.364	3945.8
25.1104	248.235	3946.0
25.1001	248.17	3946.2
25.0996	247.897	3946.4
25.1127	247.039	3946.6
25.1156	247.689	3946.8
25.1043	247.78	3947.0
25.1154	247.923	3947.2
25.1167	247.936	3947.4
25.1102	248.222	3947.6
25.107	247.065	3947.8
25.1225	248.612	3948.0
25.1114	247.52	3948.2
25.1024	246.831	3948.4
25.1188	248.157	3948.6
25.094	248.482	3948.8
25.108	248.014	3949.0
25.1286	247.208	3949.2
25.1076	247.533	3949.4
25.1156	248.079	3949.6
25.1076	247.949	3949.8
25.128	248.768	3950.0
25.1263	247.078	3950.2
25.1146	249.925	3950.4
25.1205	247.455	3950.6
25.1286	247.377	3950.8
25.1249	248.105	3951.0
25.1127	247.871	3951.2
25.1209	246.558	3951.4
25.1202	248.079	3951.6
25.1202	247.169	3951.8
25.1085	248.69	3952.0
25.1163	249.392	3952.2
25.1053	247.793	3952.4
25.1093	247.546	3952.6
25.1089	247.26	3952.8
